STRD_YYMM,SIDO_NM,CCG_NM,GENDER_CD,AGE_CD,TP_BUZ_NO,TP_BUZ_NM,amt,cnt
202605,경상북도,칠곡군,1,1,8021,스넥,920000,57
202603,부산광역시,남구,x,x,8005,중국음식,27690000,1129
202601,전라남도,구례군,1,1,8001,일반한식,710000,19
202604,전북특별자치도,고창군,3,4,8005,중국음식,1020000,49
202603,경상남도,밀양시,2,5,8002,갈비전문점,2110000,17
202603,강원특별자치도,영월군,x,x,8005,중국음식,770000,30
202603,강원특별자치도,철원군,x,x,8006,서양음식,3410000,366
202601,전북특별자치도,남원시,2,2,4004,대형할인점,5410000,121
202603,경상북도,봉화군,x,x,4010,편 의 점,2770000,338
202603,경상남도,함안군,x,x,4020,슈퍼 마켓,41260000,1788
202603,강원특별자치도,정선군,x,x,4020,슈퍼 마켓,104300000,3807
202604,부산광역시,남구,1,5,8002,갈비전문점,3130000,39
202601,강원특별자치도,영월군,2,6,4004,대형할인점,3540000,158
202603,전북특별자치도,임실군,1,6,8301,제 과 점,1640000,104
202603,경기도,과천시,x,x,4020,슈퍼 마켓,7740000,486
202606,전북특별자치도,김제시,3,4,8301,제 과 점,520000,52
202606,경상남도,창원시 마산회원구,3,3,8301,제 과 점,1610000,157
202601,전북특별자치도,김제시,2,2,8004,일식회집,820000,15
202604,경기도,군포시,x,x,8004,일식회집,9480000,251
202602,부산광역시,수영구,x,x,8021,스넥,21460000,1516
202602,경기도,의정부시,1,1,8005,중국음식,2990000,188
202603,대구광역시,동구,3,2,4004,대형할인점,3750000,112
202603,대구광역시,동구,3,1,8001,일반한식,1070000,50
202601,경기도,군포시,3,1,4020,슈퍼 마켓,1370000,266
202603,충청남도,보령시,3,6,8004,일식회집,2280000,33
202601,대전광역시,동구,3,1,4004,대형할인점,1560000,69
202605,전북특별자치도,무주군,2,2,8021,스넥,610000,22
202603,경기도,연천군,1,1,8005,중국음식,620000,17
202606,울산광역시,동구,x,x,4020,슈퍼 마켓,378510000,27504
202604,경기도,용인시 수지구,3,5,4020,슈퍼 마켓,11340000,488
202601,전북특별자치도,임실군,2,5,8005,중국음식,1990000,85
202604,경기도,평택시,3,1,8021,스넥,1050000,59
202601,충청남도,부여군,1,1,4020,슈퍼 마켓,200000,38
202606,경기도,성남시 분당구,x,x,8005,중국음식,56780000,1373
202602,경상남도,함안군,2,2,8005,중국음식,1010000,31
202606,서울특별시,영등포구,2,5,8003,한정식,190000,13
202606,서울특별시,종로구,1,6,8003,한정식,1070000,11
202606,경상남도,창원시 의창구,1,3,8002,갈비전문점,1830000,26
202606,서울특별시,은평구,3,3,8005,중국음식,2000000,65
202603,서울특별시,성동구,3,1,4004,대형할인점,1990000,88
202603,전라남도,강진군,3,6,8006,서양음식,1580000,100
202602,경기도,안성시,1,5,8004,일식회집,20460000,311
202605,경상북도,봉화군,3,5,8021,스넥,450000,26
202601,강원특별자치도,태백시,3,4,4010,편 의 점,5410000,496
202601,경기도,화성시 동탄구,3,2,4004,대형할인점,3660000,223
202605,경상북도,예천군,3,3,8021,스넥,960000,40
202606,인천광역시,옹진군,2,2,4020,슈퍼 마켓,930000,51
202606,충청남도,보령시,2,1,8301,제 과 점,210000,43
202606,강원특별자치도,동해시,1,1,8005,중국음식,440000,27
202603,경상북도,봉화군,3,4,8021,스넥,160000,15
202606,충청북도,음성군,2,2,8005,중국음식,2690000,101
202603,전라남도,영광군,3,2,8001,일반한식,3310000,69
202602,경상북도,문경시,3,3,8021,스넥,510000,23
202602,전라남도,곡성군,1,1,8005,중국음식,330000,13
202604,전라남도,고흥군,x,x,4020,슈퍼 마켓,2390000,104
202606,부산광역시,영도구,1,1,4020,슈퍼 마켓,1750000,320
202603,강원특별자치도,인제군,1,5,8004,일식회집,1460000,13
202604,부산광역시,강서구,1,6,8003,한정식,810000,27
202606,경상남도,남해군,1,2,8021,스넥,2040000,96
202604,울산광역시,중구,3,6,8005,중국음식,1150000,43
202603,전라남도,진도군,3,5,4010,편 의 점,4710000,414
202603,부산광역시,중구,x,x,8006,서양음식,68150000,6695
202603,경상남도,창원시 마산합포구,x,x,4020,슈퍼 마켓,17650000,1297
202603,경상남도,창녕군,x,x,8006,서양음식,3530000,425
202603,경기도,군포시,x,x,8005,중국음식,8870000,367
202603,충청남도,논산시,x,x,8021,스넥,4090000,221
202603,충청남도,예산군,x,x,8021,스넥,1370000,112
202603,경기도,용인시 처인구,x,x,8021,스넥,8410000,556
202602,경상북도,봉화군,2,6,8021,스넥,1340000,70
202603,강원특별자치도,양구군,x,x,8006,서양음식,1910000,214
202602,충청북도,영동군,3,3,8006,서양음식,1270000,79
202603,경기도,수원시 권선구,x,x,8005,중국음식,8200000,304
202606,대구광역시,서구,3,2,8301,제 과 점,1280000,113
202603,경상남도,의령군,x,x,8006,서양음식,1770000,167
202603,충청북도,청주시 상당구,x,x,8004,일식회집,5750000,120
202603,경기도,화성시 동탄구,3,6,8004,일식회집,1110000,26
202601,강원특별자치도,철원군,1,1,8005,중국음식,730000,22
202603,경기도,화성시 효행구,x,x,8301,제 과 점,19780000,1176
202605,전북특별자치도,익산시,3,4,4004,대형할인점,9120000,204
202606,경기도,용인시 처인구,2,1,8301,제 과 점,980000,175
202603,경상남도,산청군,1,1,8301,제 과 점,90000,15
202603,전북특별자치도,김제시,1,2,8301,제 과 점,1190000,89
202604,전북특별자치도,순창군,2,2,8005,중국음식,420000,15
202603,부산광역시,강서구,3,4,8004,일식회집,2520000,39
202606,전라남도,곡성군,2,6,4020,슈퍼 마켓,2230000,118
202602,충청남도,서천군,3,3,8005,중국음식,760000,39
202604,경기도,김포시,3,1,8301,제 과 점,80000,12
202602,충청북도,청주시 상당구,x,x,8006,서양음식,32060000,3149
202603,충청북도,증평군,1,3,8005,중국음식,3110000,126
202602,경상남도,함안군,1,2,8301,제 과 점,1070000,82
202603,충청북도,증평군,3,6,8301,제 과 점,560000,33
202606,서울특별시,구로구,3,2,8004,일식회집,1550000,59
202605,충청북도,음성군,1,2,8301,제 과 점,2110000,153
202604,강원특별자치도,양구군,3,4,4010,편 의 점,4360000,477
202604,충청북도,청주시 상당구,3,4,4004,대형할인점,8550000,303
202605,경기도,수원시 영통구,3,5,8005,중국음식,4200000,133
202602,충청북도,옥천군,2,3,8021,스넥,3600000,377
202606,경상북도,청도군,3,6,8006,서양음식,1790000,101
202601,경기도,여주시,1,2,8004,일식회집,3160000,70
202601,경기도,부천시 오정구,1,3,4004,대형할인점,2490000,126
202602,경기도,부천시 오정구,2,5,8004,일식회집,9360000,153
202601,경상남도,사천시,3,2,8301,제 과 점,460000,35
202604,대구광역시,달성군,x,x,8021,스넥,72620000,6279
202601,강원특별자치도,영월군,3,1,4010,편 의 점,1850000,270
202601,경상남도,의령군,3,2,8006,서양음식,1070000,65
202605,인천광역시,중구,3,1,8021,스넥,150000,14
202606,서울특별시,동작구,3,4,8005,중국음식,4220000,179
202603,전북특별자치도,임실군,x,x,8001,일반한식,6410000,392
202603,전라남도,장성군,x,x,4020,슈퍼 마켓,1170000,87
202603,전북특별자치도,순창군,x,x,8006,서양음식,15040000,1084
202606,경상남도,창녕군,3,2,4004,대형할인점,2680000,146
202603,전라남도,화순군,x,x,8301,제 과 점,2520000,153
202602,경기도,오산시,3,1,4004,대형할인점,350000,23
202604,전북특별자치도,남원시,1,1,8001,일반한식,1910000,89
202603,경상남도,창녕군,2,5,8004,일식회집,2140000,31
202603,경상북도,상주시,x,x,8005,중국음식,3160000,147
202603,강원특별자치도,동해시,x,x,4020,슈퍼 마켓,6670000,315
202604,충청남도,청양군,2,3,8006,서양음식,6080000,379
202601,경상남도,합천군,3,6,4010,편 의 점,340000,25
202602,경기도,용인시 기흥구,3,1,8001,일반한식,1900000,77
202603,충청북도,단양군,3,3,8021,스넥,860000,62
202601,부산광역시,서구,3,2,8004,일식회집,430000,21
202605,충청남도,보령시,3,2,8021,스넥,1140000,40
202605,충청북도,단양군,2,4,8005,중국음식,2920000,96
202602,강원특별자치도,평창군,1,6,4004,대형할인점,5010000,191
202604,서울특별시,구로구,2,6,8002,갈비전문점,1210000,25
202605,충청남도,계룡시,2,1,8006,서양음식,460000,73
202603,강원특별자치도,원주시,2,1,4020,슈퍼 마켓,2510000,184
202604,경상북도,영양군,2,2,8001,일반한식,2510000,58
202605,전라남도,담양군,1,1,4010,편 의 점,2240000,378
202601,경기도,고양시 일산동구,3,4,8021,스넥,2590000,145
202606,경기도,연천군,3,4,8006,서양음식,680000,83
202603,경상남도,합천군,3,2,4010,편 의 점,1700000,140
202606,전라남도,구례군,1,4,8005,중국음식,3130000,112
202605,충청북도,청주시 상당구,3,3,8005,중국음식,4090000,118
202601,전라남도,장흥군,2,3,4010,편 의 점,4720000,494
202606,경기도,연천군,1,5,8004,일식회집,2710000,48
202602,경상북도,청도군,3,4,8301,제 과 점,330000,25
202602,울산광역시,남구,3,1,8001,일반한식,2730000,66
202605,경상북도,예천군,3,4,4010,편 의 점,5440000,601
202605,경상남도,하동군,3,6,8301,제 과 점,400000,19
202603,전라남도,광양시,3,2,8301,제 과 점,630000,55
202605,경상북도,영덕군,1,2,8005,중국음식,2250000,97
202604,경기도,하남시,2,1,8021,스넥,1190000,119
202604,경상북도,김천시,1,4,8002,갈비전문점,1660000,19
202601,전라남도,영광군,3,3,8006,서양음식,1660000,161
202605,울산광역시,남구,3,1,8001,일반한식,2740000,97
202606,경상북도,울진군,3,6,4010,편 의 점,1800000,198
202602,충청북도,영동군,3,4,4010,편 의 점,4110000,336
202605,경기도,연천군,3,6,8006,서양음식,560000,41
202603,전북특별자치도,군산시,2,1,8004,일식회집,1780000,81
202601,경상남도,고성군,1,2,4020,슈퍼 마켓,4610000,234
202604,전라남도,목포시,3,6,8005,중국음식,4370000,152
202601,충청북도,음성군,1,6,4004,대형할인점,1250000,71
202606,충청북도,옥천군,1,2,8005,중국음식,940000,39
202606,전북특별자치도,임실군,3,5,8301,제 과 점,300000,19
202604,경상북도,문경시,3,3,8301,제 과 점,520000,39
202601,전라남도,완도군,2,2,8021,스넥,1080000,51
202603,충청남도,홍성군,3,6,8021,스넥,1050000,51
202603,경상남도,고성군,x,x,8005,중국음식,1100000,43
202603,경기도,용인시 기흥구,x,x,8004,일식회집,13660000,293
202601,전라남도,완도군,3,4,8006,서양음식,2350000,217
202604,경상북도,포항시 북구,3,3,8005,중국음식,1530000,65
202605,부산광역시,동구,3,1,4020,슈퍼 마켓,400000,50
202605,전라남도,진도군,1,2,4020,슈퍼 마켓,5440000,249
202601,부산광역시,남구,3,3,8004,일식회집,2330000,65
202601,경상남도,창녕군,3,4,8005,중국음식,740000,32
202603,전라남도,영광군,x,x,4020,슈퍼 마켓,2050000,108
202604,광주광역시,남구,3,1,8001,일반한식,1250000,185
202604,경기도,용인시 기흥구,x,x,8021,스넥,16280000,1004
202606,충청남도,금산군,2,2,4010,편 의 점,3530000,561
202602,경기도,과천시,3,6,8006,서양음식,980000,101
202604,충청남도,금산군,3,4,8006,서양음식,1500000,144
202606,경기도,의정부시,3,4,8004,일식회집,4140000,82
202606,부산광역시,부산진구,2,1,4004,대형할인점,1420000,78
202602,대구광역시,수성구,3,1,8021,스넥,180000,11
202604,경상북도,영천시,2,5,8004,일식회집,3930000,84
202605,경상남도,하동군,1,2,8005,중국음식,1180000,39
202606,전라남도,나주시,x,x,8021,스넥,3230000,155
202605,강원특별자치도,화천군,3,4,8005,중국음식,820000,20
202601,경상남도,함양군,1,2,8005,중국음식,990000,46
202601,충청남도,계룡시,1,4,8004,일식회집,3220000,47
202606,경상북도,경주시,3,5,8005,중국음식,4450000,137
202603,경기도,포천시,1,5,8002,갈비전문점,8550000,49
202602,강원특별자치도,양양군,3,5,8004,일식회집,1660000,15
202604,서울특별시,성동구,3,4,8301,제 과 점,3460000,320
202603,대구광역시,군위군,1,1,8001,일반한식,550000,71
202606,경상남도,창원시 성산구,1,5,8002,갈비전문점,2790000,36
202602,충청남도,홍성군,3,6,4004,대형할인점,2750000,68
202606,강원특별자치도,화천군,x,x,8001,일반한식,5640000,159
202605,충청북도,제천시,3,4,8301,제 과 점,1680000,133
202601,경상남도,합천군,1,4,8004,일식회집,2360000,31
202603,경상남도,통영시,2,4,8002,갈비전문점,2540000,34
202601,강원특별자치도,삼척시,2,1,8021,스넥,300000,28
202602,경상남도,고성군,3,6,8006,서양음식,730000,61
202603,강원특별자치도,삼척시,3,2,8005,중국음식,520000,20
202604,경상남도,고성군,1,1,4004,대형할인점,190000,24
202603,충청남도,청양군,3,6,8021,스넥,830000,40
202603,경상북도,예천군,3,6,8005,중국음식,760000,29
202602,경상북도,의성군,1,3,8005,중국음식,2740000,98
202603,충청북도,증평군,3,4,8021,스넥,1310000,78
202605,충청북도,보은군,2,5,4010,편 의 점,6800000,714
202604,서울특별시,도봉구,3,5,4004,대형할인점,3800000,166
202602,서울특별시,강남구,3,1,8301,제 과 점,340000,56
202601,경상북도,포항시 남구,3,3,8005,중국음식,2900000,91
202602,경상남도,사천시,3,6,4020,슈퍼 마켓,3030000,152
202603,강원특별자치도,삼척시,3,5,8021,스넥,780000,43
202601,서울특별시,양천구,3,1,8006,서양음식,520000,63
202603,울산광역시,울주군,3,3,8004,일식회집,960000,22
202601,경상북도,포항시 북구,2,1,4004,대형할인점,2220000,127
202603,경상북도,예천군,x,x,8021,스넥,3380000,155
202603,경상남도,창원시 마산합포구,x,x,8004,일식회집,9810000,151
202603,강원특별자치도,홍천군,x,x,8005,중국음식,1550000,57
202602,부산광역시,강서구,x,x,8021,스넥,23590000,2001
202603,전라남도,장성군,x,x,8021,스넥,600000,35
202603,충청북도,보은군,3,4,4010,편 의 점,3230000,322
202603,경기도,과천시,x,x,4004,대형할인점,14390000,933
202602,전라남도,신안군,2,1,4010,편 의 점,140000,20
202605,경상남도,창원시 진해구,3,3,8004,일식회집,1190000,19
202603,전라남도,완도군,x,x,8001,일반한식,3850000,75
202603,전북특별자치도,정읍시,x,x,8301,제 과 점,6440000,354
202601,강원특별자치도,삼척시,1,3,8301,제 과 점,2610000,188
202604,경상북도,영주시,2,3,8004,일식회집,2900000,62
202601,경상북도,김천시,2,1,4004,대형할인점,440000,21
202604,경상남도,창원시 마산합포구,x,x,8005,중국음식,6230000,277
202601,강원특별자치도,횡성군,3,2,8021,스넥,710000,40
202602,강원특별자치도,강릉시,2,1,8005,중국음식,1940000,115
202601,충청남도,당진시,1,6,8002,갈비전문점,2170000,57
202602,경상북도,고령군,2,1,8006,서양음식,310000,23
202606,전라남도,해남군,3,4,8021,스넥,1740000,60
202605,강원특별자치도,횡성군,1,3,8005,중국음식,5630000,163
202605,충청남도,청양군,2,3,8021,스넥,1140000,44
202602,경기도,용인시 처인구,2,5,8002,갈비전문점,750000,13
202603,경기도,의왕시,2,3,8004,일식회집,5770000,177
202606,충청북도,보은군,1,3,4020,슈퍼 마켓,5830000,328
202601,전북특별자치도,부안군,3,6,8021,스넥,440000,19
202601,경상남도,양산시,3,5,8005,중국음식,5840000,127
202602,경기도,파주시,x,x,8004,일식회집,14290000,297
202602,충청북도,청주시 서원구,2,1,8021,스넥,1040000,71
202604,충청북도,옥천군,3,4,8005,중국음식,920000,24
202605,전북특별자치도,남원시,2,1,8005,중국음식,850000,37
202604,충청북도,청주시 상당구,3,1,4004,대형할인점,190000,12
202603,인천광역시,남동구,3,2,8005,중국음식,6830000,301
202601,부산광역시,동구,3,6,4004,대형할인점,2080000,127
202606,경상남도,의령군,2,2,8301,제 과 점,770000,43
202601,서울특별시,종로구,1,1,4004,대형할인점,960000,80
202602,충청북도,충주시,x,x,4010,편 의 점,25170000,3121
202601,전북특별자치도,김제시,3,4,8001,일반한식,12410000,285
202602,충청북도,제천시,3,1,8006,서양음식,1820000,143
202606,충청남도,당진시,3,5,8004,일식회집,2240000,30
202605,경상남도,통영시,3,5,8301,제 과 점,920000,49
202606,서울특별시,도봉구,2,1,4020,슈퍼 마켓,780000,118
202602,전라남도,영광군,x,x,8006,서양음식,3530000,402
202606,전북특별자치도,남원시,1,1,8005,중국음식,270000,18
202602,전라남도,곡성군,1,1,8021,스넥,430000,37
202603,전라남도,구례군,1,2,8301,제 과 점,1360000,80
202603,세종특별자치시,세종특별자치시,3,2,8301,제 과 점,2560000,281
202601,강원특별자치도,횡성군,2,1,8006,서양음식,380000,42
202605,충청북도,보은군,3,1,4020,슈퍼 마켓,410000,37
202604,충청남도,계룡시,1,1,4020,슈퍼 마켓,340000,59
202605,충청북도,음성군,1,4,4004,대형할인점,5080000,296
202605,경상남도,사천시,3,3,8301,제 과 점,1420000,98
202601,대구광역시,달성군,x,x,4004,대형할인점,8550000,618
202603,부산광역시,영도구,3,6,8021,스넥,3770000,199
202606,충청북도,청주시 흥덕구,3,3,8004,일식회집,3760000,70
202605,경기도,의왕시,3,2,4004,대형할인점,1140000,48
202602,전북특별자치도,진안군,2,4,4020,슈퍼 마켓,5150000,213
202601,경상남도,통영시,2,3,8004,일식회집,3750000,69
202603,경상남도,의령군,x,x,4020,슈퍼 마켓,3380000,101
202606,경기도,의왕시,2,2,8005,중국음식,3960000,187
202603,경기도,연천군,x,x,4020,슈퍼 마켓,3860000,172
202601,경상북도,포항시 남구,3,1,4010,편 의 점,1660000,193
202604,경기도,동두천시,2,2,8004,일식회집,3160000,107
202604,충청남도,당진시,3,6,8301,제 과 점,2240000,180
202603,전라남도,고흥군,x,x,8301,제 과 점,3120000,179
202605,부산광역시,영도구,3,3,8301,제 과 점,1620000,127
202605,충청북도,청주시 서원구,3,5,8004,일식회집,2250000,32
202606,강원특별자치도,동해시,2,1,8006,서양음식,2650000,300
202602,강원특별자치도,평창군,1,4,8004,일식회집,2970000,40
202601,경기도,용인시 수지구,3,6,8021,스넥,1470000,97
202606,부산광역시,동구,3,1,8001,일반한식,440000,28
202602,전북특별자치도,김제시,2,4,8004,일식회집,1680000,28
202602,부산광역시,서구,3,1,8021,스넥,440000,49
202602,경기도,화성시 동탄구,x,x,8021,스넥,17830000,1475
202606,강원특별자치도,정선군,1,1,8301,제 과 점,300000,15
202606,강원특별자치도,평창군,1,1,8006,서양음식,700000,78
202601,강원특별자치도,평창군,2,6,4004,대형할인점,4640000,195
202604,강원특별자치도,양양군,3,4,8301,제 과 점,450000,27
202602,전라남도,곡성군,1,1,8006,서양음식,630000,80
202606,경상북도,의성군,3,5,8021,스넥,390000,35
202605,대구광역시,남구,3,5,4004,대형할인점,930000,37
202605,충청북도,청주시 서원구,2,6,8004,일식회집,9100000,150
202605,충청북도,증평군,2,2,4004,대형할인점,470000,29
202603,경상남도,김해시,3,3,8004,일식회집,3930000,99
202606,경기도,화성시 병점구,3,3,8005,중국음식,2300000,79
202602,충청북도,영동군,1,1,8006,서양음식,420000,46
202602,광주광역시,동구,3,2,8301,제 과 점,1960000,135
202602,경기도,동두천시,3,1,8006,서양음식,1620000,124
202601,전라남도,고흥군,3,5,4004,대형할인점,330000,19
202603,강원특별자치도,철원군,3,3,8301,제 과 점,440000,41
202601,전라남도,화순군,2,3,8004,일식회집,1730000,26
202602,전라남도,장성군,2,6,8301,제 과 점,3080000,142
202605,충청북도,진천군,3,5,4004,대형할인점,2580000,129
202605,전북특별자치도,김제시,3,2,8001,일반한식,4070000,146
202602,충청남도,부여군,3,3,8005,중국음식,380000,20
202602,경상남도,고성군,2,4,8002,갈비전문점,800000,13
202605,경상남도,고성군,1,1,8301,제 과 점,200000,17
202606,충청남도,공주시,3,4,8005,중국음식,3710000,107
202606,강원특별자치도,양구군,3,6,8001,일반한식,9260000,196
202601,대구광역시,서구,3,6,8301,제 과 점,1730000,165
202602,광주광역시,동구,3,5,4004,대형할인점,3970000,60
202603,대구광역시,군위군,2,3,8005,중국음식,590000,21
202604,충청북도,청주시 상당구,3,2,8004,일식회집,1690000,41
202605,경기도,여주시,2,1,8005,중국음식,460000,27
202603,경기도,부천시 오정구,x,x,4004,대형할인점,650000,41
202606,경기도,수원시 권선구,3,1,8001,일반한식,420000,19
202605,부산광역시,수영구,3,5,4004,대형할인점,1150000,79
202602,부산광역시,서구,x,x,4020,슈퍼 마켓,15260000,1517
202604,광주광역시,동구,3,1,8001,일반한식,3240000,108
202603,충청남도,논산시,x,x,8005,중국음식,2740000,110
202604,경상북도,포항시 북구,3,4,8004,일식회집,2590000,46
202602,경상남도,창녕군,3,6,4004,대형할인점,1180000,59
202602,전북특별자치도,부안군,3,4,8021,스넥,1040000,41
202602,경상남도,창원시 진해구,3,2,8005,중국음식,3340000,127
202601,전라남도,담양군,x,x,8301,제 과 점,3820000,160
202603,경상남도,밀양시,x,x,8301,제 과 점,7810000,416
202603,전북특별자치도,임실군,2,2,8001,일반한식,6920000,381
202606,경상북도,청도군,3,2,4020,슈퍼 마켓,4960000,266
202601,강원특별자치도,삼척시,1,1,8001,일반한식,1700000,54
202604,경상북도,포항시 남구,3,3,8021,스넥,2330000,128
202601,경기도,성남시 중원구,x,x,8006,서양음식,27010000,4516
202601,전라남도,장흥군,1,2,8005,중국음식,1750000,50
202604,인천광역시,동구,2,2,8301,제 과 점,1110000,126
202606,경상북도,예천군,3,3,4020,슈퍼 마켓,5140000,263
202603,강원특별자치도,양양군,3,2,8301,제 과 점,280000,20
202606,강원특별자치도,평창군,1,3,4004,대형할인점,2010000,89
202606,충청남도,청양군,3,2,8005,중국음식,520000,20
202602,부산광역시,기장군,1,1,8004,일식회집,1010000,29
202606,경상남도,남해군,3,5,4020,슈퍼 마켓,8620000,340
202601,서울특별시,동대문구,3,1,8005,중국음식,670000,51
202602,경상남도,함양군,3,6,4020,슈퍼 마켓,1100000,49
202603,전라남도,완도군,x,x,8005,중국음식,380000,16
202603,대전광역시,대덕구,3,2,8301,제 과 점,760000,98
202602,울산광역시,남구,1,4,8002,갈비전문점,2880000,15
202605,경상남도,하동군,2,3,8301,제 과 점,3520000,189
202602,강원특별자치도,속초시,1,6,8002,갈비전문점,1480000,20
202606,경기도,고양시 일산동구,3,5,8005,중국음식,2880000,75
202601,강원특별자치도,원주시,3,2,8005,중국음식,4740000,222
202606,전북특별자치도,전주시 덕진구,3,1,8001,일반한식,4160000,234
202601,전라남도,구례군,2,2,4020,슈퍼 마켓,2180000,63
202606,경기도,양평군,x,x,4020,슈퍼 마켓,15840000,672
202605,경기도,김포시,3,2,8004,일식회집,2710000,58
202605,충청남도,계룡시,3,3,8301,제 과 점,460000,32
202602,경상북도,청도군,2,1,8006,서양음식,550000,61
202602,전북특별자치도,전주시 덕진구,3,6,8004,일식회집,1170000,21
202602,강원특별자치도,고성군,3,4,8001,일반한식,3270000,51
202602,전라남도,곡성군,3,3,8005,중국음식,540000,19
202601,경기도,부천시 소사구,3,2,8004,일식회집,1130000,21
202605,경상북도,울진군,1,1,8301,제 과 점,180000,16
202606,부산광역시,강서구,2,1,4004,대형할인점,2380000,153
202604,울산광역시,동구,3,3,8004,일식회집,1290000,19
202603,전북특별자치도,진안군,x,x,4020,슈퍼 마켓,810000,49
202603,경상남도,창원시 진해구,x,x,8005,중국음식,3460000,146
202603,전라남도,함평군,3,2,4020,슈퍼 마켓,5470000,160
202603,부산광역시,사하구,x,x,8004,일식회집,13980000,298
202603,대전광역시,동구,x,x,8301,제 과 점,30150000,1276
202603,전북특별자치도,완주군,x,x,8301,제 과 점,13770000,774
202603,경상북도,고령군,x,x,8021,스넥,4890000,265
202603,경기도,부천시 오정구,x,x,8005,중국음식,1860000,87
202606,충청북도,증평군,1,6,8005,중국음식,5440000,237
202603,전라남도,강진군,x,x,4010,편 의 점,2370000,316
202601,충청남도,당진시,x,x,4010,편 의 점,35740000,4073
202601,서울특별시,서초구,3,6,8005,중국음식,10280000,154
202604,경상북도,청송군,1,3,8301,제 과 점,840000,70
202604,경상북도,청송군,1,6,8021,스넥,3390000,206
202604,전북특별자치도,전주시 완산구,1,1,8005,중국음식,2660000,135
202601,경상북도,의성군,1,4,8301,제 과 점,1400000,90
202604,경기도,화성시 동탄구,3,5,8021,스넥,3480000,204
202603,전라남도,나주시,x,x,4004,대형할인점,5580000,147
202602,전라남도,나주시,3,4,4004,대형할인점,3240000,75
202603,충청북도,진천군,1,6,8002,갈비전문점,850000,14
202605,광주광역시,동구,3,4,8005,중국음식,3790000,115
202606,경상남도,거창군,1,1,4020,슈퍼 마켓,360000,50
202604,경상북도,영주시,x,x,4010,편 의 점,17330000,2250
202606,충청남도,서산시,x,x,8301,제 과 점,15740000,1244
202605,전라남도,영광군,1,1,8006,서양음식,1550000,203
202605,충청남도,보령시,1,1,4020,슈퍼 마켓,950000,113
202601,광주광역시,서구,1,1,8004,일식회집,1470000,45
202604,경상남도,창원시 마산회원구,3,1,4020,슈퍼 마켓,1620000,180
202601,충청북도,옥천군,1,1,8006,서양음식,790000,79
202604,전북특별자치도,고창군,3,3,8005,중국음식,520000,16
202601,경기도,가평군,1,1,8301,제 과 점,210000,17
202605,충청남도,계룡시,2,1,8301,제 과 점,270000,19
202604,경기도,부천시 오정구,3,5,8005,중국음식,1110000,45
202602,부산광역시,중구,3,4,8005,중국음식,3550000,94
202606,경기도,하남시,3,1,4010,편 의 점,1170000,161
202605,경상남도,창원시 진해구,2,1,8301,제 과 점,1180000,109
202603,충청남도,홍성군,2,1,4004,대형할인점,490000,37
202606,충청북도,단양군,2,6,8004,일식회집,4100000,57
202603,전북특별자치도,남원시,2,1,8005,중국음식,660000,47
202604,전라남도,곡성군,3,3,8001,일반한식,830000,63
202606,전북특별자치도,무주군,1,5,8301,제 과 점,1800000,99
202604,전라남도,무안군,3,6,4020,슈퍼 마켓,7010000,352
202603,경기도,의왕시,3,3,8005,중국음식,840000,34
202601,강원특별자치도,태백시,3,5,4010,편 의 점,5200000,453
202603,경상북도,예천군,2,1,8301,제 과 점,170000,23
202605,경기도,수원시 장안구,3,5,8004,일식회집,3850000,99
202601,전라남도,강진군,2,1,8001,일반한식,1570000,48
202604,부산광역시,연제구,1,1,8301,제 과 점,1400000,200
202604,충청남도,청양군,1,3,8021,스넥,2180000,86
202603,경상북도,칠곡군,1,1,4020,슈퍼 마켓,1270000,156
202606,경상북도,영양군,2,3,8005,중국음식,310000,12
202606,충청남도,금산군,x,x,8021,스넥,670000,40
202603,강원특별자치도,화천군,1,6,8004,일식회집,5820000,66
202605,경상북도,안동시,3,3,8005,중국음식,2420000,94
202601,서울특별시,성북구,3,1,8005,중국음식,1330000,100
202605,부산광역시,기장군,2,3,8002,갈비전문점,950000,18
202603,경상북도,청송군,1,1,4010,편 의 점,850000,163
202604,경상북도,영주시,3,5,8005,중국음식,1110000,29
202603,경기도,안성시,x,x,8301,제 과 점,9210000,721
202603,경기도,광명시,x,x,8021,스넥,8470000,612
202606,경상남도,창원시 성산구,3,1,8001,일반한식,2120000,55
202602,경상남도,남해군,x,x,8006,서양음식,10140000,580
202606,강원특별자치도,태백시,2,5,8021,스넥,3900000,163
202603,충청북도,청주시 서원구,x,x,8004,일식회집,4880000,84
202602,서울특별시,영등포구,3,1,8301,제 과 점,170000,25
202606,강원특별자치도,홍천군,2,5,8004,일식회집,5740000,99
202602,경상북도,포항시 북구,x,x,8001,일반한식,4119070000,96593
202601,경상북도,청송군,1,2,8021,스넥,1620000,81
202603,부산광역시,북구,3,5,8004,일식회집,3110000,64
202603,충청남도,청양군,x,x,8301,제 과 점,9070000,596
202603,전라남도,순천시,3,6,8005,중국음식,2110000,81
202604,충청남도,공주시,x,x,4010,편 의 점,31210000,4262
202602,강원특별자치도,태백시,3,6,8301,제 과 점,380000,27
202605,전라남도,신안군,2,2,8006,서양음식,1160000,75
202605,강원특별자치도,태백시,3,5,8301,제 과 점,530000,33
202605,경상북도,구미시,3,5,8301,제 과 점,2920000,258
202606,경기도,파주시,3,1,8006,서양음식,1990000,192
202605,충청남도,논산시,2,1,4020,슈퍼 마켓,1950000,163
